ASIN,Title,MainCategory,Degree,Betweenness,Closeness
A00002617,Product 2617,Music,8,0.693030,0.193502
A00004080,Product 4080,Clothing,8,0.610389,0.192763
A00008903,Product 8903,Clothing,8,0.935328,0.187149
A00008170,Product 8170,Clothing,8,0.997254,0.195011
A00005162,Product 5162,Clothing,8,0.234075,0.183438
A00003081,Product 3081,Electronics,8,0.004535,0.186646
A00001556,Product 1556,Movies & TV,8,0.316303,0.191438
A00007928,Product 7928,Clothing,8,0.174924,0.189096
A00006819,Product 6819,Clothing,8,0.497403,0.190930
A00001786,Product 1786,Clothing,8,0.535064,0.189081
A00000244,Product 244,Books,8,0.542857,0.188946
A00002809,Product 2809,Music,8,0.435113,0.190846
A00003834,Product 3834,Movies & TV,8,0.090670,0.186904
A00001395,Product 1395,Movies & TV,8,0.152002,0.188971
A00008498,Product 8498,Music,8,0.750224,0.192459
A00004739,Product 4739,Books,8,0.100120,0.190570
A00002205,Product 2205,Clothing,8,0.165421,0.186939
A00009650,Product 9650,Movies & TV,8,0.654182,0.194348
A00005544,Product 5544,Clothing,8,0.555449,0.186754
A00009591,Product 9591,Clothing,8,0.979409,0.186953
A00003582,Product 3582,Movies & TV,8,0.193681,0.189922
A00008314,Product 8314,Books,8,0.814685,0.195228
A00002370,Product 2370,Clothing,8,0.711232,0.190283
A00002679,Product 2679,Electronics,8,0.406054,0.190070
A00004525,Product 4525,Electronics,8,0.624430,0.190595
A00000160,Product 160,Music,8,0.435637,0.190566
A00003828,Product 3828,Books,8,0.547355,0.190095
A00006679,Product 6679,Music,8,0.198629,0.189731
A00008362,Product 8362,Books,8,0.211389,0.191809
A00002114,Product 2114,Music,8,0.531618,0.189217
A00009103,Product 9103,Electronics,8,0.847005,0.195392
A00001520,Product 1520,Books,8,0.569570,0.186695
A00002998,Product 2998,Electronics,8,0.157307,0.182754
A00000559,Product 559,Electronics,8,0.218897,0.195000
A00002884,Product 2884,Clothing,8,0.086809,0.190240
A00007343,Product 7343,Electronics,8,0.175493,0.184814
A00007795,Product 7795,Movies & TV,8,0.477073,0.193498
A00009860,Product 9860,Books,8,0.075725,0.191563
A00000140,Product 140,Books,8,0.156868,0.187296
A00008551,Product 8551,Books,8,0.574523,0.192200
A00002032,Product 2032,Books,8,0.007982,0.191570
A00001212,Product 1212,Music,8,0.978795,0.184753
A00009986,Product 9986,Books,8,0.791038,0.189637
A00003670,Product 3670,Movies & TV,8,0.335329,0.185441
A00008886,Product 8886,Electronics,8,0.005750,0.190762
A00001093,Product 1093,Clothing,8,0.686604,0.192852
A00007032,Product 7032,Electronics,8,0.347674,0.189189
A00005969,Product 5969,Music,8,0.167619,0.191695
A00000922,Product 922,Books,8,0.501736,0.193035
A00002041,Product 2041,Movies & TV,8,0.041257,0.188415
A00001983,Product 1983,Books,8,0.769874,0.194412
A00000742,Product 742,Electronics,8,0.616548,0.185191
A00003797,Product 3797,Books,8,0.738894,0.193367
A00005631,Product 5631,Electronics,8,0.576685,0.188181
A00003357,Product 3357,Music,8,0.914466,0.192255
A00002678,Product 2678,Books,8,0.477051,0.191438
A00006240,Product 6240,Movies & TV,8,0.299633,0.189846
A00002037,Product 2037,Clothing,8,0.534948,0.188664
A00003768,Product 3768,Movies & TV,8,0.381007,0.193869
A00005958,Product 5958,Electronics,8,0.669691,0.195156
A00000336,Product 336,Movies & TV,8,0.486066,0.185198
A00000184,Product 184,Electronics,8,0.396785,0.187398
A00006366,Product 6366,Electronics,8,0.652962,0.189648
A00004309,Product 4309,Music,8,0.651863,0.187658
A00001676,Product 1676,Movies & TV,8,0.692167,0.188760
A00006874,Product 6874,Movies & TV,8,0.896099,0.185827
A00009995,Product 9995,Movies & TV,8,0.503356,0.190821
A00007076,Product 7076,Music,8,0.239289,0.192785
A00005633,Product 5633,Music,8,0.334975,0.196780
A00003624,Product 3624,Books,8,0.831865,0.192685
A00002714,Product 2714,Movies & TV,8,0.854894,0.191453
A00006242,Product 6242,Clothing,8,0.436183,0.189868
A00004794,Product 4794,Movies & TV,8,0.959394,0.191153
A00009606,Product 9606,Movies & TV,8,0.526335,0.191185
A00005276,Product 5276,Electronics,8,0.123726,0.192577
A00003322,Product 3322,Music,8,0.671479,0.189695
A00001445,Product 1445,Electronics,8,0.854717,0.188305
A00006655,Product 6655,Clothing,8,0.098619,0.190883
A00002083,Product 2083,Electronics,8,0.167227,0.190424
A00007645,Product 7645,Music,8,0.113474,0.188828
A00004073,Product 4073,Music,8,0.610535,0.181421
A00003864,Product 3864,Electronics,8,0.611301,0.189117
A00007089,Product 7089,Music,8,0.246920,0.189752
A00002918,Product 2918,Music,8,0.975612,0.189954
A00005374,Product 5374,Clothing,8,0.427567,0.189969
A00002138,Product 2138,Clothing,8,0.259221,0.188280
A00008081,Product 8081,Movies & TV,8,0.072638,0.188490
A00009703,Product 9703,Books,8,0.894729,0.187009
A00001349,Product 1349,Clothing,8,0.920081,0.192648
A00001347,Product 1347,Books,8,0.982870,0.196402
A00001390,Product 1390,Music,8,0.220226,0.190428
A00009319,Product 9319,Movies & TV,8,0.361763,0.188963
A00003173,Product 3173,Electronics,8,0.042330,0.192629
A00001702,Product 1702,Clothing,8,0.356735,0.191504
A00008281,Product 8281,Movies & TV,8,0.347175,0.194855
A00005400,Product 5400,Clothing,8,0.594524,0.186163
A00007437,Product 7437,Music,8,0.588137,0.191237
A00003820,Product 3820,Movies & TV,8,0.667742,0.190686
A00001060,Product 1060,Books,8,0.857686,0.188821
A00002971,Product 2971,Movies & TV,8,0.973028,0.193629
A00005721,Product 5721,Electronics,8,0.243477,0.189508
A00007444,Product 7444,Clothing,8,0.632614,0.193401
A00000361,Product 361,Music,8,0.440039,0.192834
A00004509,Product 4509,Music,8,0.393730,0.190146
A00008361,Product 8361,Movies & TV,8,0.255309,0.194046
A00005498,Product 5498,Music,8,0.640059,0.193794
A00005091,Product 5091,Music,8,0.787559,0.191434
A00006096,Product 6096,Music,8,0.772712,0.186416
A00002281,Product 2281,Books,8,0.893050,0.187020
A00005752,Product 5752,Clothing,8,0.699801,0.188660
A00006779,Product 6779,Electronics,8,0.062795,0.189803
A00004215,Product 4215,Electronics,8,0.730380,0.193161
A00008096,Product 8096,Movies & TV,8,0.201005,0.189049
A00005144,Product 5144,Clothing,8,0.326608,0.189257
A00009608,Product 9608,Movies & TV,8,0.645794,0.192581
A00000884,Product 884,Books,8,0.243332,0.187258
A00005291,Product 5291,Music,8,0.238316,0.191519
A00004436,Product 4436,Clothing,8,0.892754,0.187778
A00004497,Product 4497,Electronics,8,0.266942,0.188515
A00006525,Product 6525,Music,8,0.121212,0.191409
A00004209,Product 4209,Books,8,0.160585,0.191508
A00003539,Product 3539,Books,8,0.469592,0.191706
A00006682,Product 6682,Clothing,8,0.903801,0.190207
A00005935,Product 5935,Books,8,0.659681,0.193490
A00003913,Product 3913,Music,8,0.219985,0.188015
A00009042,Product 9042,Music,8,0.871411,0.192119
A00003425,Product 3425,Electronics,8,0.506356,0.191927
A00009146,Product 9146,Movies & TV,8,0.122667,0.193378
A00000526,Product 526,Music,8,0.082242,0.194408
A00003771,Product 3771,Movies & TV,8,0.829253,0.194231
A00008254,Product 8254,Music,8,0.282733,0.188355
A00009917,Product 9917,Music,8,0.498374,0.190733
A00009387,Product 9387,Movies & TV,8,0.381619,0.190084
A00003520,Product 3520,Movies & TV,8,0.309278,0.191270
A00009127,Product 9127,Movies & TV,8,0.849463,0.192704
A00009692,Product 9692,Movies & TV,8,0.165968,0.190157
A00002700,Product 2700,Clothing,8,0.589204,0.192696
A00004461,Product 4461,Clothing,8,0.820078,0.193517
A00005781,Product 5781,Movies & TV,8,0.455371,0.188682
A00008566,Product 8566,Music,8,0.420870,0.189153
A00003123,Product 3123,Music,8,0.513459,0.191306
A00008367,Product 8367,Electronics,8,0.430543,0.190737
A00001180,Product 1180,Music,8,0.052080,0.191522
A00002771,Product 2771,Movies & TV,8,0.149990,0.192897
A00000553,Product 553,Music,8,0.436080,0.187824
A00001348,Product 1348,Books,8,0.978856,0.192585
A00001411,Product 1411,Clothing,8,0.611123,0.189271
A00001711,Product 1711,Books,8,0.195190,0.188259
A00006785,Product 6785,Movies & TV,8,0.724504,0.190048
A00001822,Product 1822,Books,8,0.343127,0.181860
A00004807,Product 4807,Clothing,8,0.688203,0.191956
A00000236,Product 236,Electronics,8,0.703689,0.192759
A00002214,Product 2214,Electronics,8,0.422477,0.192455
A00007271,Product 7271,Music,8,0.029124,0.190258
A00009271,Product 9271,Electronics,8,0.357232,0.191691
A00004873,Product 4873,Books,8,0.896152,0.195759
A00006404,Product 6404,Music,8,0.627968,0.191193
A00007194,Product 7194,Clothing,8,0.322212,0.189010
A00004272,Product 4272,Books,8,0.632676,0.191794
A00008907,Product 8907,Movies & TV,8,0.070988,0.193404
A00001562,Product 1562,Music,8,0.035870,0.185122
A00002618,Product 2618,Music,8,0.839993,0.191883
A00000578,Product 578,Movies & TV,8,0.078721,0.193180
A00005080,Product 5080,Electronics,8,0.449078,0.194662
A00008617,Product 8617,Electronics,8,0.505704,0.188960
A00003058,Product 3058,Clothing,8,0.861730,0.187916
A00006030,Product 6030,Clothing,8,0.185421,0.187641
A00005321,Product 5321,Electronics,8,0.631940,0.191673
A00003106,Product 3106,Electronics,8,0.137036,0.195285
A00004492,Product 4492,Clothing,8,0.990798,0.189943
A00004917,Product 4917,Music,8,0.172049,0.189796
A00006596,Product 6596,Books,8,0.689618,0.188992
A00004099,Product 4099,Movies & TV,8,0.359547,0.188575
A00006044,Product 6044,Music,8,0.649388,0.189587
A00002497,Product 2497,Movies & TV,8,0.501816,0.193173
A00001398,Product 1398,Music,8,0.388963,0.194140
A00000813,Product 813,Music,8,0.875508,0.193329
A00007503,Product 7503,Electronics,8,0.875689,0.190755
A00006978,Product 6978,Books,8,0.916386,0.189594
A00006160,Product 6160,Movies & TV,8,0.859273,0.194155
A00000657,Product 657,Electronics,8,0.849458,0.184913
A00002040,Product 2040,Movies & TV,8,0.421746,0.193884
A00005472,Product 5472,Electronics,8,0.724473,0.194855
A00009954,Product 9954,Clothing,8,0.347829,0.194484
A00002755,Product 2755,Clothing,8,0.378058,0.194912
A00002937,Product 2937,Books,8,0.447422,0.190861
A00000061,Product 61,Clothing,8,0.829866,0.192255
A00004364,Product 4364,Music,8,0.159595,0.190240
A00007895,Product 7895,Clothing,8,0.870195,0.195947
A00005256,Product 5256,Movies & TV,8,0.846958,0.192122
A00003325,Product 3325,Books,8,0.054359,0.192562
A00006403,Product 6403,Clothing,8,0.477263,0.186149
A00009540,Product 9540,Movies & TV,8,0.251113,0.194632
A00002539,Product 2539,Electronics,8,0.073032,0.186309
A00005791,Product 5791,Clothing,8,0.836425,0.192034
A00007774,Product 7774,Music,8,0.200889,0.191953
A00000790,Product 790,Electronics,8,0.008182,0.191761
A00007002,Product 7002,Movies & TV,8,0.353106,0.184958
A00002973,Product 2973,Clothing,8,0.157139,0.189461
A00000296,Product 296,Electronics,8,0.372517,0.193636
A00007410,Product 7410,Movies & TV,8,0.600793,0.191511
A00005076,Product 5076,Books,8,0.142264,0.193813
A00006778,Product 6778,Movies & TV,8,0.556745,0.191328
A00007720,Product 7720,Electronics,8,0.964048,0.186416
A00003855,Product 3855,Books,8,0.363541,0.189407
A00005949,Product 5949,Electronics,8,0.941847,0.192444
A00006004,Product 6004,Clothing,8,0.385080,0.189214
A00007260,Product 7260,Movies & TV,8,0.845866,0.190464
A00002631,Product 2631,Clothing,8,0.616248,0.195993
A00003879,Product 3879,Electronics,8,0.273391,0.187803
A00009587,Product 9587,Music,8,0.604276,0.189691
A00006589,Product 6589,Music,8,0.629822,0.191471
A00002612,Product 2612,Clothing,8,0.259652,0.190468
A00003112,Product 3112,Music,8,0.304656,0.189328
A00002134,Product 2134,Music,8,0.611758,0.187013
A00004022,Product 4022,Electronics,8,0.681379,0.190019
A00006243,Product 6243,Music,8,0.480746,0.191717
A00003643,Product 3643,Books,8,0.352106,0.188273
A00005771,Product 5771,Music,8,0.911511,0.190977
A00000732,Product 732,Clothing,8,0.241172,0.193240
A00006458,Product 6458,Movies & TV,8,0.101368,0.191614
A00002224,Product 2224,Clothing,8,0.914072,0.189601
A00005333,Product 5333,Movies & TV,8,0.427348,0.189756
A00000541,Product 541,Books,8,0.432045,0.193083
A00005732,Product 5732,Movies & TV,8,0.868268,0.191908
A00001116,Product 1116,Clothing,8,0.384857,0.187704
A00004240,Product 4240,Music,8,0.125394,0.191295
A00004616,Product 4616,Movies & TV,8,0.781920,0.189781
A00007254,Product 7254,Movies & TV,8,0.291165,0.192407
A00009775,Product 9775,Books,8,0.903637,0.187880
A00001959,Product 1959,Electronics,8,0.691846,0.182757
A00000825,Product 825,Electronics,8,0.755733,0.193135
A00008961,Product 8961,Books,8,0.063341,0.187683
A00008365,Product 8365,Books,8,0.215781,0.189465
A00005738,Product 5738,Books,8,0.684659,0.191577
A00007376,Product 7376,Movies & TV,8,0.054336,0.198621
A00006913,Product 6913,Electronics,8,0.110152,0.193854
A00008514,Product 8514,Music,8,0.853931,0.190421
A00008378,Product 8378,Music,8,0.274502,0.192366
A00008800,Product 8800,Electronics,8,0.058983,0.192971
A00002150,Product 2150,Books,8,0.608268,0.192462
A00004031,Product 4031,Books,8,0.761311,0.192808
A00008073,Product 8073,Music,8,0.279696,0.190338
A00008029,Product 8029,Music,8,0.038491,0.192503
A00000534,Product 534,Music,8,0.156731,0.192362
A00008792,Product 8792,Clothing,8,0.721006,0.189767
A00008183,Product 8183,Clothing,8,0.076356,0.188735
A00003952,Product 3952,Electronics,8,0.879991,0.189713
A00002508,Product 2508,Electronics,8,0.395085,0.188518
A00000457,Product 457,Electronics,8,0.325189,0.193663
A00000513,Product 513,Clothing,8,0.819061,0.187461
A00003596,Product 3596,Clothing,8,0.503394,0.192474
A00003831,Product 3831,Electronics,8,0.553793,0.191486
A00007105,Product 7105,Electronics,8,0.285745,0.189067
A00006639,Product 6639,Movies & TV,8,0.538680,0.189146
A00009067,Product 9067,Electronics,8,0.126069,0.180344
A00002455,Product 2455,Movies & TV,8,0.673610,0.190222
A00007756,Product 7756,Clothing,8,0.990138,0.192466
A00008828,Product 8828,Books,8,0.743195,0.192897
A00009545,Product 9545,Books,8,0.314100,0.189695
A00001692,Product 1692,Books,8,0.151011,0.190450
A00009157,Product 9157,Books,8,0.794727,0.190559
A00006670,Product 6670,Clothing,8,0.775614,0.191226
A00007155,Product 7155,Electronics,8,0.608301,0.189868
A00009471,Product 9471,Electronics,8,0.374454,0.194272
A00000451,Product 451,Clothing,8,0.537647,0.192248
A00005234,Product 5234,Music,8,0.965554,0.188497
A00000464,Product 464,Music,8,0.667524,0.189325
A00000558,Product 558,Electronics,8,0.855834,0.194125
A00008723,Product 8723,Music,8,0.148242,0.187188
A00000611,Product 611,Electronics,8,0.792152,0.189893
A00000329,Product 329,Movies & TV,8,0.433709,0.197017
A00006490,Product 6490,Music,8,0.583321,0.193558
A00000905,Product 905,Movies & TV,8,0.727284,0.189947
A00004137,Product 4137,Movies & TV,8,0.869908,0.190908
A00004216,Product 4216,Electronics,8,0.899742,0.189616
A00005500,Product 5500,Books,8,0.396380,0.189314
A00000501,Product 501,Clothing,8,0.078456,0.186201
A00005508,Product 5508,Electronics,8,0.761849,0.194174
A00009129,Product 9129,Books,8,0.569850,0.191805
A00004635,Product 4635,Electronics,8,0.775704,0.190066
A00005851,Product 5851,Electronics,8,0.875200,0.191233
A00000642,Product 642,Clothing,8,0.826668,0.192119
A00009931,Product 9931,Clothing,8,0.007137,0.190963
A00003028,Product 3028,Electronics,8,0.382751,0.186489
A00002933,Product 2933,Movies & TV,8,0.838932,0.191021
A00001758,Product 1758,Electronics,8,0.475478,0.190824
A00004540,Product 4540,Music,8,0.637174,0.193050
A00009351,Product 9351,Movies & TV,8,0.938158,0.195095
A00002747,Product 2747,Clothing,8,0.969226,0.187789
A00004868,Product 4868,Books,8,0.543855,0.190283
A00002672,Product 2672,Clothing,8,0.529497,0.191346
A00006585,Product 6585,Clothing,8,0.441915,0.193472
A00005264,Product 5264,Electronics,8,0.360028,0.189850
A00009241,Product 9241,Movies & TV,8,0.450894,0.189379
A00004581,Product 4581,Clothing,8,0.895716,0.193532
A00008111,Product 8111,Music,8,0.274664,0.192741
A00000157,Product 157,Music,8,0.143248,0.191471
A00000655,Product 655,Clothing,8,0.497598,0.189947
A00002640,Product 2640,Clothing,8,0.499786,0.188806
A00005838,Product 5838,Clothing,8,0.976874,0.195099
A00002096,Product 2096,Music,8,0.206239,0.186257
A00007786,Product 7786,Movies & TV,8,0.975348,0.191409
A00005802,Product 5802,Books,8,0.712403,0.186441
A00001544,Product 1544,Electronics,8,0.296211,0.191346
A00003308,Product 3308,Clothing,8,0.470841,0.189806
A00001682,Product 1682,Clothing,8,0.712409,0.193790
A00007826,Product 7826,Clothing,8,0.318501,0.192927
A00009263,Product 9263,Movies & TV,8,0.367267,0.193079
A00001118,Product 1118,Clothing,8,0.517714,0.187598
A00000338,Product 338,Movies & TV,8,0.922053,0.193378
A00003011,Product 3011,Movies & TV,8,0.686565,0.194370
A00004470,Product 4470,Books,8,0.382618,0.192503
A00000631,Product 631,Movies & TV,8,0.765823,0.193012
A00006798,Product 6798,Movies & TV,8,0.371403,0.188657
A00003364,Product 3364,Movies & TV,8,0.571309,0.186831
A00003409,Product 3409,Books,8,0.924823,0.192344
A00009496,Product 9496,Clothing,8,0.681277,0.192107
A00000582,Product 582,Clothing,8,0.100475,0.187177
A00002935,Product 2935,Clothing,8,0.725346,0.189121
A00009347,Product 9347,Books,8,0.466843,0.189724
A00005917,Product 5917,Clothing,8,0.969882,0.195568
A00004064,Product 4064,Movies & TV,8,0.795380,0.193457
A00005022,Product 5022,Books,8,0.445442,0.190959
A00007952,Product 7952,Clothing,8,0.312892,0.191761
A00000821,Product 821,Music,8,0.992886,0.189375
A00008721,Product 8721,Music,8,0.105247,0.192403
A00007283,Product 7283,Electronics,8,0.014435,0.192059
A00007782,Product 7782,Movies & TV,8,0.211350,0.194810
A00005397,Product 5397,Music,8,0.770425,0.190146
A00000834,Product 834,Electronics,8,0.387082,0.195610
A00003502,Product 3502,Movies & TV,8,0.195360,0.191699
A00003679,Product 3679,Books,8,0.958835,0.190052
A00000598,Product 598,Movies & TV,8,0.358149,0.189652
A00006616,Product 6616,Books,8,0.655515,0.194144
A00002605,Product 2605,Electronics,8,0.655381,0.194340
A00008835,Product 8835,Books,8,0.233750,0.187181
A00002308,Product 2308,Movies & TV,8,0.977871,0.188575
A00003233,Product 3233,Clothing,8,0.038019,0.192071
A00002390,Product 2390,Electronics,8,0.731120,0.194488
A00008684,Product 8684,Electronics,8,0.364600,0.193091
A00005352,Product 5352,Books,8,0.563709,0.193918
A00002296,Product 2296,Electronics,8,0.807512,0.187715
A00005265,Product 5265,Books,8,0.604567,0.189792
A00000188,Product 188,Electronics,8,0.303728,0.191519
A00004718,Product 4718,Movies & TV,8,0.062346,0.193135
A00006827,Product 6827,Music,8,0.092004,0.192752
A00000885,Product 885,Books,8,0.540833,0.189702
A00001124,Product 1124,Books,8,0.503134,0.196263
A00005136,Product 5136,Movies & TV,8,0.780316,0.188312
A00000955,Product 955,Books,8,0.557989,0.189839
A00007169,Product 7169,Books,8,0.868286,0.190113
A00005395,Product 5395,Electronics,8,0.270603,0.191945
A00000993,Product 993,Music,8,0.087317,0.194730
A00001189,Product 1189,Electronics,8,0.207842,0.194628
A00002017,Product 2017,Books,8,0.108866,0.185445
A00007452,Product 7452,Clothing,8,0.179495,0.191975
A00009120,Product 9120,Movies & TV,8,0.249302,0.191207
A00008439,Product 8439,Clothing,8,0.767350,0.189031
A00002216,Product 2216,Movies & TV,8,0.984779,0.193975
A00004016,Product 4016,Music,8,0.341153,0.192927
A00008373,Product 8373,Electronics,8,0.918182,0.187030
A00006248,Product 6248,Books,8,0.870466,0.191768
A00001821,Product 1821,Clothing,8,0.741250,0.188298
A00007440,Product 7440,Books,8,0.908808,0.193266
A00009647,Product 9647,Electronics,8,0.467415,0.191537
A00004013,Product 4013,Books,8,0.703836,0.189307
A00007067,Product 7067,Clothing,8,0.898680,0.191713
A00004316,Product 4316,Music,8,0.767413,0.189199
A00003340,Product 3340,Movies & TV,8,0.230722,0.189760
A00004256,Product 4256,Electronics,8,0.470803,0.186118
A00002778,Product 2778,Music,8,0.974751,0.186859
A00002745,Product 2745,Movies & TV,8,0.119420,0.193423
A00008615,Product 8615,Books,8,0.512792,0.195144
A00001955,Product 1955,Music,8,0.513359,0.195690
A00009023,Product 9023,Clothing,8,0.457536,0.190464
A00008377,Product 8377,Movies & TV,8,0.306947,0.184381
A00003972,Product 3972,Movies & TV,8,0.925842,0.194374
A00008836,Product 8836,Clothing,8,0.944600,0.188525
A00006905,Product 6905,Movies & TV,8,0.400188,0.188043
A00006117,Product 6117,Music,8,0.525441,0.189253
A00009371,Product 9371,Music,8,0.956524,0.189533
A00001567,Product 1567,Books,8,0.314937,0.190897
A00004089,Product 4089,Movies & TV,8,0.607852,0.188892
A00002293,Product 2293,Electronics,8,0.502299,0.189160
A00001965,Product 1965,Books,8,0.814727,0.190926
A00005591,Product 5591,Movies & TV,8,0.431641,0.190773
A00005974,Product 5974,Movies & TV,8,0.898035,0.192949
A00002645,Product 2645,Books,8,0.121040,0.191303
A00000259,Product 259,Electronics,8,0.939511,0.189958
A00000402,Product 402,Movies & TV,8,0.124425,0.188174
A00001694,Product 1694,Clothing,8,0.756568,0.189504
A00003904,Product 3904,Electronics,8,0.217506,0.193655
A00008311,Product 8311,Books,8,0.122515,0.190290
A00009372,Product 9372,Music,8,0.790697,0.193173
A00009580,Product 9580,Clothing,8,0.693182,0.194397
A00008997,Product 8997,Music,8,0.950745,0.190272
A00006744,Product 6744,Electronics,8,0.476216,0.191149
A00002080,Product 2080,Books,8,0.286649,0.191134
A00003115,Product 3115,Electronics,8,0.956183,0.185817
A00006703,Product 6703,Electronics,8,0.839121,0.193948
A00009073,Product 9073,Clothing,8,0.969297,0.194760
A00001258,Product 1258,Books,8,0.342169,0.190901
A00001121,Product 1121,Movies & TV,8,0.289894,0.191838
A00006480,Product 6480,Electronics,8,0.799529,0.189035
A00008657,Product 8657,Movies & TV,8,0.736725,0.194544
A00006952,Product 6952,Clothing,8,0.044448,0.189189
A00006582,Product 6582,Music,8,0.907909,0.194404
A00000550,Product 550,Electronics,8,0.166556,0.194106
A00008470,Product 8470,Clothing,8,0.976787,0.188660
A00005493,Product 5493,Books,8,0.040919,0.194257
A00003267,Product 3267,Movies & TV,8,0.475779,0.189878
A00000432,Product 432,Clothing,8,0.421213,0.192481
A00004237,Product 4237,Music,8,0.971480,0.194798
A00001843,Product 1843,Electronics,8,0.226805,0.189192
A00008400,Product 8400,Electronics,8,0.083299,0.190486
A00007316,Product 7316,Clothing,8,0.780185,0.188963
A00006735,Product 6735,Movies & TV,8,0.888462,0.193865
A00003627,Product 3627,Clothing,8,0.538197,0.191813
A00006229,Product 6229,Electronics,8,0.170933,0.186274
A00007682,Product 7682,Electronics,8,0.339534,0.191178
A00000775,Product 775,Music,8,0.178313,0.186943
A00001410,Product 1410,Movies & TV,8,0.149279,0.186712
A00000734,Product 734,Books,8,0.585501,0.188089
A00005210,Product 5210,Movies & TV,8,0.761426,0.189583
A00008277,Product 8277,Movies & TV,8,0.112566,0.195270
A00005411,Product 5411,Books,8,0.120546,0.184358
A00001277,Product 1277,Clothing,8,0.710734,0.190309
A00000178,Product 178,Clothing,8,0.164758,0.194401
A00007172,Product 7172,Clothing,8,0.283970,0.184056
A00003544,Product 3544,Movies & TV,8,0.904172,0.190222
A00005363,Product 5363,Electronics,8,0.554491,0.190185
A00008451,Product 8451,Clothing,8,0.995002,0.188717
A00006472,Product 6472,Movies & TV,8,0.814003,0.192889
A00001335,Product 1335,Music,8,0.070627,0.191218
A00000083,Product 83,Electronics,8,0.693400,0.190243
A00009186,Product 9186,Books,8,0.591905,0.191255
A00003993,Product 3993,Clothing,8,0.598251,0.192314
A00008513,Product 8513,Books,8,0.542369,0.191860
A00005208,Product 5208,Music,8,0.624348,0.190639
A00005655,Product 5655,Books,8,0.628056,0.194920
A00003127,Product 3127,Movies & TV,8,0.733358,0.191519
A00008519,Product 8519,Music,8,0.455036,0.188011
A00006777,Product 6777,Books,8,0.268432,0.191354
A00004085,Product 4085,Movies & TV,8,0.724054,0.191537
A00009749,Product 9749,Books,8,0.835492,0.192968
A00006245,Product 6245,Books,8,0.854476,0.190157
A00005412,Product 5412,Clothing,8,0.189068,0.190276
A00006970,Product 6970,Books,8,0.322094,0.189666
A00000924,Product 924,Electronics,8,0.429115,0.188806
A00007276,Product 7276,Music,8,0.690623,0.189253
A00007391,Product 7391,Books,8,0.596902,0.195125
A00001183,Product 1183,Books,8,0.752810,0.190377
A00001286,Product 1286,Music,8,0.324661,0.190475
A00004954,Product 4954,Books,8,0.581309,0.191427
A00003190,Product 3190,Movies & TV,8,0.472238,0.192975
A00004156,Product 4156,Movies & TV,8,0.497538,0.190254
A00004931,Product 4931,Electronics,8,0.254062,0.190189
A00000798,Product 798,Movies & TV,8,0.728914,0.193091
A00002713,Product 2713,Movies & TV,8,0.795659,0.190981
A00001639,Product 1639,Music,8,0.224926,0.190439
A00001628,Product 1628,Books,8,0.285248,0.190821
A00002272,Product 2272,Movies & TV,8,0.568527,0.191721
A00008530,Product 8530,Clothing,8,0.569694,0.190037
A00009596,Product 9596,Music,8,0.575362,0.191783
A00003691,Product 3691,Movies & TV,8,0.187128,0.194954
A00007390,Product 7390,Books,8,0.653514,0.190508
A00001646,Product 1646,Electronics,8,0.146557,0.192537
A00006498,Product 6498,Books,8,0.650072,0.189698
A00009400,Product 9400,Electronics,8,0.958573,0.186160
A00009432,Product 9432,Clothing,8,0.927362,0.191897
A00007885,Product 7885,Books,8,0.886852,0.187676
A00004014,Product 4014,Movies & TV,8,0.595476,0.189965
A00006515,Product 6515,Electronics,8,0.530703,0.188785
A00004568,Product 4568,Books,8,0.337347,0.190671
A00007805,Product 7805,Clothing,8,0.372674,0.189217
A00006706,Product 6706,Electronics,8,0.076361,0.192266
A00004863,Product 4863,Books,8,0.899852,0.192956
A00005492,Product 5492,Electronics,8,0.716587,0.189407
A00004258,Product 4258,Music,8,0.622749,0.191178
A00001179,Product 1179,Movies & TV,8,0.480191,0.191014
A00006635,Product 6635,Clothing,8,0.385743,0.195671
A00004708,Product 4708,Music,8,0.407270,0.187384
A00002510,Product 2510,Music,8,0.148746,0.191724
A00008806,Product 8806,Movies & TV,8,0.365188,0.186218
A00003916,Product 3916,Clothing,8,0.145291,0.191592
A00005559,Product 5559,Clothing,8,0.453123,0.188153
A00003591,Product 3591,Books,8,0.994866,0.189857
A00003055,Product 3055,Electronics,8,0.932574,0.196893
A00005654,Product 5654,Music,8,0.452449,0.193042
A00009969,Product 9969,Clothing,8,0.167662,0.187338
A00008890,Product 8890,Clothing,8,0.204824,0.191171
A00006608,Product 6608,Electronics,8,0.068127,0.194537
A00009957,Product 9957,Clothing,8,0.862381,0.187976
A00005262,Product 5262,Clothing,8,0.988859,0.192189
A00003187,Product 3187,Music,8,0.474476,0.186799
A00004327,Product 4327,Clothing,8,0.500083,0.192240
A00009547,Product 9547,Clothing,8,0.100635,0.193180
A00001468,Product 1468,Clothing,8,0.737942,0.189734
A00006379,Product 6379,Music,8,0.747474,0.186726
A00005377,Product 5377,Music,8,0.232675,0.190164
A00001285,Product 1285,Electronics,8,0.673904,0.191566
A00005711,Product 5711,Books,8,0.399423,0.192374
A00009967,Product 9967,Books,8,0.770185,0.189371
A00003054,Product 3054,Music,8,0.261344,0.191123
A00002761,Product 2761,Movies & TV,8,0.261935,0.188114
A00005422,Product 5422,Books,8,0.081188,0.194253
